Comment Date,Comment,Likes,Author,Replies,Label,Unnamed: 0
2024-04-14T11:44:42Z,"الله يهدي ما خلق، , THIS is too much",0.0,@enola99,0.0,,
2024-04-14T11:41:04Z,كيفاش كزا في ازمور,0.0,@intissarErrouinie,0.0,neutre,
2024-04-14T11:31:07Z,الزين كيحشم على زينو الخيبات هاهما مشوهين ومعندهم ميخسروا,0.0,@golfoscar6121,0.0,,
2024-04-14T11:29:48Z,البوس عادي غندهم,0.0,@myworldMyworld22,0.0,,
2024-04-14T11:26:31Z,لقد تأكدنا ان المسيح الدجال في طريقه للخروج مع كثرة العاهرات و المتشبهين بالرجال و الجهل محتوى مقزز,0.0,@melibadi4113,0.0,,
2024-04-14T11:23:53Z,انا مقتانعة بفكرة مليار ذهبي بداو من دابا كاع,0.0,@Roon9080,0.0,neutre,
2024-04-14T10:36:15Z,كلنا مع فكرة المليار الذهبي,0.0,@zahidsiham1273,0.0,neutre,
2024-04-14T10:21:48Z,انلقا مك فقنيطرة انسلخك ابلاتي قفرتيها ... Lil9aha adrari ana hat 3liha 100dh,0.0,@professionalplayers5147,0.0,,
2024-04-14T10:06:49Z,انا عاد بدي نتعلم إنكليزية😭😭😭 وقلة نقلبها فرنسيا😢😢😢,1.0,@abdelhafidhaddad,0.0,neutre,
2024-04-14T10:00:57Z,هاذ الحية شاهي ههههه,0.0,@mohamedabbas4258,0.0,,
2024-04-14T09:44:17Z,عمري شغت بنت كتختار بنات,0.0,@assiakhanchoui7504,0.0,neutre,
2024-04-14T09:42:57Z,واهي الرب العالي 😮 اش هااادشي .. انا تصدمت والله 😮😮😮 .. ماهما مغاربة ماهما عرب ماهما ميريكانيين ماهما تاحاجة .. آش هاد الرطوبية ، دكالة فعار الله اخويا مووووحال واش انت دكالي .. دكالة رجااال ونص .. وآش هاد البنات وآش هاد التعناق وآش هاد الويل ..,0.0,@houdahuda9801,0.0,,
2024-04-14T08:50:08Z,برنامج متفتح على العالم...الله يبارك,0.0,@saidachraf6821,0.0,positive,
2024-04-14T07:15:31Z,ما هذا ا.ل.خ.ر.ا.ء؟ 🤔😂😂 مخلوقات غريبة و عجيبة تضهر بيننا!!!,3.0,@websiteslabs,0.0,,
2024-04-14T07:03:45Z,أولا نتا مبهدل و كاتحكم على المبهدلات كرهتونا فالإنجليزية فصيلة الديوثيين و العاهرات,0.0,@iliasrachouk6798,0.0,,
2024-04-14T06:56:49Z,الشواذ,0.0,@user-em3yx6kt6t,0.0,,
2024-04-14T06:56:41Z,الشواذ,0.0,@user-em3yx6kt6t,0.0,,
2024-04-14T06:56:32Z,برنامج الشواذ هه,1.0,@user-em3yx6kt6t,0.0,,
2024-04-14T06:24:06Z,"هذا هو المشروع لي باغيه كل من وهبي و المستشار ديالو و منيب و عزيز غالي و عصيد و لشكر و بنعبد الله و ديك ديال حقوق الإنسان و امثالهم
نسأل الله السلامة والعافية",0.0,@user-tj7yz2xj1l,0.0,neutre,
2024-04-14T05:56:33Z,مولات الاخضر ديك دودة لي كاتكون فالنعناع 🤦🏻‍♀️🤦🏻‍♀️,1.0,@queenfit9484,0.0,neutre,
2024-04-14T05:42:04Z,محتوى بداية الخلاعة ( سيروا اتقوا الله لو تعرفوا اشنو كيتسناكم ),0.0,@zahrate.elbarary,0.0,,
2024-04-14T04:58:02Z,رجولة صعيبة او تعيش رجولة او احية لرجال😉,1.0,@MOHAMED_B13,0.0,,
2024-04-14T04:52:38Z,قحبنتو هاد يوتييب بهاد البرامج دنم,0.0,@mohamedma3339,0.0,,
2024-04-14T04:14:21Z,ميريكان ، فلغيس,0.0,@xXxMAKAR0VxXx,0.0,neutre,
2024-04-14T03:53:48Z,عثمان الحب❤❤❤,0.0,@younesaalla4501,0.0,,
2024-04-14T03:53:35Z,نصيحة للولدين ربيو بناتكم وولادكم على الدين والحلال والحرام  خليو عليكم الموضة وتعيش عمرها وديك الهضرة كاملة اللي جاي كيخلع  الله يهدي ما خلق,0.0,@Queen20251,0.0,,
2024-04-14T03:37:43Z,هادا ماشي dating هاد ديال الاوتفيت وصافي هادشي لي فهمت,0.0,@DanaDana-wh3if,1.0,,
2024-04-14T03:18:29Z,سينياليو,0.0,@salimsh2299,0.0,negative,
2024-04-14T03:06:42Z,حسبنا الله ونعم الوكيل اللهم إن هذا منكر 👎👎👎,0.0,@rayhanekharta1,0.0,negative,
2024-04-14T02:27:17Z,الواجب على كل واحد يسينيالي اي فيديو كيروج لبحال هاد المحتوى باش نساهمو في اصلاح المجتمع ديالنا,27.0,@ahmedyassinelhaiki2795,11.0,negative,
2024-04-14T02:16:19Z,شياطة ديال البشار,1.0,@walid24,0.0,negative,
2024-04-14T02:11:18Z,اشفق على الأمهات لي ولدو هاذ الحتالة والله اشفق عليهم,1.0,@user-fe9gi9ch4s,0.0,,
2024-04-14T02:06:20Z,التقليد الأعمى والله أشفق عليه ليهم,1.0,@user-fe9gi9ch4s,0.0,,
2024-04-14T01:57:41Z,كنطالبو باش إدخلوهوم لحبس لأن حنا في بلد مسلم مشي أي حاج دارتها أوروبا نمشيو نقلد هوم طيحتو دل على شعب المغربي أو على لمغريب,10.0,@ikramzraidi-lh5sm,0.0,negative,
2024-04-14T01:57:05Z,حلب التريند 🐸🤝,0.0,@Stwix.x1,0.0,,
2024-04-14T01:49:25Z,أودييييي  بغيت نكتب تعليق ولاكن  خليني ساكت .... بالسلامة,0.0,@jilalijilali275,0.0,neutre,
2024-04-14T01:48:59Z,الوضفاك اش هاد الوضفاك,0.0,@abdilah199,0.0,,
2024-04-14T01:39:55Z,واش حنا خرجنا من رمضان ولا خرجنا من اسلام 😂😂😂😂😂😂😂😂😂,145.0,@user-hs8wo4pu4w,16.0,neutre,
2024-04-14T01:39:27Z,إمتى غيبدا مشروع المليون الذهبي🙂🙂🙂🙂🙂,0.0,@omaimaelhani3658,0.0,neutre,
2024-04-14T01:39:04Z,بنت كتختار بنت,0.0,@rihabrihab4057,0.0,neutre,
2024-04-14T01:29:08Z,طيحتو علينا الدل الكلبات المدلولات ليعطيكم غا لعز اما دل راكوم فيه المسخات تفوووو طيحتو بينا,0.0,@As_ma_e_hy,0.0,,
2024-04-14T01:17:59Z,قبح الله سعيكن,1.0,@el_kashef1078,0.0,,
2024-04-14T01:12:05Z,صراحة هو براسو خاصو راجل 😂,0.0,@infogeotips9832,0.0,,
2024-04-14T01:08:09Z,الناس لي معاجبهومش هادشي علاش داخلين تفرجو و تكومونطيو ؟,0.0,@houssamafalag6470,0.0,neutre,
2024-04-14T01:07:28Z,بغينا تجيبوا أحمد صابيري نتفرجو فيه وهو لي يختار البنات😂😂 يشبع فيكم سبان,0.0,@user-jj7nl4go4i,0.0,,
2024-04-14T01:00:13Z,لكرينج كون كان بنادم تفو,0.0,@inconnu8834,0.0,,
2024-04-14T00:57:26Z,وا فشكل هاذو كريزي مان 😅,0.0,@Saadelk_,0.0,neutre,
2024-04-14T00:49:11Z,خسف ماشينو 😂😂😂,0.0,@user-oi8zs9fm7j,0.0,neutre,
2024-04-14T00:46:52Z,دبا هذا رجل ؟؟ و دوك الخيبوعات اكيد خوتهم غايكونو من طينة هاد 👈 🌈 لي معهم عليها دايرين ما بغاو 🤦🏻 ما بقيت فاهم والو .. لا حول ولا قوة إلا بالله العلي العظيم,1.0,@user-zo8tn9xo2i,0.0,,
2024-04-14T00:46:41Z,فين هو راجل !؟؟ بالي كلشي مبنت بفففف يا ربي تستر,0.0,@justlaugh1452,0.0,,
2024-04-14T00:33:27Z,ما هذا الخراء ههه,0.0,@Sajahome1956,0.0,,
2024-04-14T00:15:41Z,هل هؤلاء لل لغة له حتى يلتقطون من كل لغة كلمة وكأنهم شتات الامم اما محتوى فلا اتحدث عنه ولا يستحق لانه كارثة,1.0,@sonofthedesert206,0.0,,
2024-04-14T00:14:00Z,"هاذو كاملين واش ما عندهم واليدين؟
باغيين يقلدو الغرب في تزنديق وتسلݣيط 

أما الختراع والقراية لي غادي تزيد بالبلاد القدام ما عندهم ما يعملو بها.",0.0,@aminelbarae15,0.0,neutre,
2024-04-14T00:11:59Z,لهدا يحاربون المحجبات الحجاب الشرعي لانهم غير قادرين على تسليعها .ومن رأت تعليقي اقوى رد على هاد التوجه التزامك بدينك وبحجابك الشرعي قربة لله وجهادا في سبيله,377.0,@lochinfor,34.0,neutre,
2024-04-14T00:11:36Z,معمن مشركين الاكسيجين,0.0,@andromeda5305,0.0,neutre,
2024-04-14T00:08:25Z,هاذ لقناة غادي تخرج على أمة الله ينعل ليكم الواليدين,0.0,@user-zi7gb7gr1b,0.0,,
2024-04-14T00:01:25Z,حنا لي حمير لي كنطلعو مشاهدة بحال هادشي حنا لي حمير فحقيقة,0.0,@Nadia.wa.3aeltha,0.0,,
2024-04-13T23:51:36Z,تفوووو الله يخليها سلعة,0.0,@kabisbooks169,0.0,,
2024-04-13T23:37:30Z,ناري القحاب دياولنا مبقاتش فيهم العياقة غبالفرونسي   ولكن هاديك لونكلي محوية,0.0,@coron761,0.0,,
2024-04-13T23:21:19Z,هاد السيد داير ستايل ديال المغني الأمريكي Prince  باين متأثر بيه بزاف!,0.0,@youwantitdarker6357,0.0,,
2024-04-13T23:19:47Z,دابا هادشي  راه غير برنامج كيصورو و كيتخلصو بحال ممثلين كيمثلو و كيتخلصو ناس لي ضد البرنامج راه غير مافهموش  هادو عارضات و هذا ماختارش للمواعدة بحال الحلقة الأولى اختار فين أفضل ستيل و صافي و حتى الحلقة الأولى مكينش مواعدة غير ديك العرا بزاف لي لابسة لي ناقص أما البرنامج  عادي بحال كيمثلو و يتخلصو صافي,0.0,@MahaOukili,0.0,,
2024-04-13T22:31:39Z,صافي انا عييت غنخليليكم هاد الارض ونمشي نعيش مع الفضائيين 👽👽,0.0,@I.Njlhf1235,0.0,neutre,
2024-04-13T22:24:30Z,كاريت بيل هرب يدخل منطقة الجزاء (الانجليزية مسكينة) give me  water pls,0.0,@barikido9030,0.0,,
2024-04-13T22:21:32Z,اااااش هااااذ القلاااااوي ؟,0.0,@anaselm6553,0.0,,
2024-04-13T22:08:26Z,سير اودي الله يغبر ليكم الشقف,0.0,@user-yr8yn9rq5s,0.0,negative,
2024-04-13T22:05:44Z,وليت عارف مزيان علاش غاندعم نضرية المليار الذهبي,0.0,@user-ko2yh6lj7g,0.0,neutre,
2024-04-13T22:03:39Z,برنامج عادي ديال ولاد لقحاب مع قحاب . في شكل جديد,0.0,@user-fh4wq1qh6x,0.0,,
2024-04-13T21:59:48Z,غلطو فلعنوان دريا كتختار فدريات,0.0,@user-xo4xi5fl1v,0.0,,
2024-04-13T21:58:41Z,لا حول و لا قوة الا بالله,0.0,@chaimaebr2243,0.0,,
2024-04-13T21:55:34Z,لا خاصني نكون تماك ندم  هوم هههه,0.0,@yousra2239,0.0,,
2024-04-13T21:55:01Z,باليد دلمهراز,0.0,@AdLove-tm6fg,0.0,,
2024-04-13T21:53:41Z,مولات الخضر 😂😂😂😂 مالكي اختي,0.0,@user-nj1uj8tm2d,0.0,neutre,
2024-04-13T21:51:54Z,هاذ الظاهرة ديال المتشبهين بالنساء ولا نموذج ديال الرجل الكيوت واللطيف اللي باغين تروجو ليه فالاعلام ومواقع التواصل ماكيمتلش الا القلة القليييلة فالمجتمع واللي ماموافقش عليها اغلبية المجتمع كنلقاو القبول عليهم غير فالاعلام ومع اللي بحالهم اما فالواثع يلا جيتي غتلقا العكس كنقصد غالبية الشعب,1.0,@IIFatimaZahraII,0.0,,
2024-04-13T21:50:06Z,اش هاد الخرا,0.0,@Oumimimi776,0.0,,
2024-04-13T21:36:34Z,مع خرج رمضان مع المردة طلقوا و هاااا العار راه باقيين في شوال,0.0,@GhitaliliaTalal-vf4vs,0.0,neutre,
2024-04-13T21:36:10Z,أستغفر الله ماهذا😢,1.0,@ghihakak8726,0.0,negative,
2024-04-13T21:20:04Z,سلاك,0.0,@Aa-rimo.x,0.0,,
2024-04-13T21:18:17Z,انت براسك راك ولية يا المثقوب,1.0,@DaniDani-fo9no,0.0,,
2024-04-13T21:07:17Z,شي هكر دخل في هدا محتوي زبل تشوه مغاربة والهكر دير خدمتك الله رحم ولدين,0.0,@RedaGoule,0.0,,
2024-04-13T21:05:52Z,لي كايدويو على المليار الذهبي راه غايحيدونا حنا ماشي هادو حيت راه هاد الميخان كايتآنسبيراو من الغرب😂😂,0.0,@user-hx2jf7hy7y,0.0,,
2024-04-13T20:57:26Z,وراه ملي كتهدرو علا هاد شي كي زيد يتشهر ، او هوما هاد شي لي باغين,0.0,@apple_fi,0.0,neutre,
2024-04-13T20:45:19Z,"الله يعطيكم العز اما الدل راكم غارقين فيه حتا ودننيكم
تسجيل الخروج من الكرة الارضية",0.0,@raniabennana4524,0.0,neutre,
2024-04-13T20:27:30Z,ايام الشواذ هادي للأسف,0.0,@ahmedsq9424,0.0,,
2024-04-13T20:23:59Z,واش هاد شي فالمغرب 😢,0.0,@maroc_10k,0.0,neutre,
2024-04-13T20:08:08Z,حسبي الله الله فيكم,0.0,@user-or8zz9dz1e,0.0,neutre,
2024-04-13T19:53:18Z,الرجولة في مهب الرياح,0.0,@sabersalim7384,0.0,,
2024-04-13T19:32:22Z,المغرب مشى احمادي,0.0,@ma3an.narta9i,0.0,neutre,
2024-04-13T19:27:56Z,هاد ولاد لدينا واش مابقاتش عاجباكم المغريب واش مابقيتو باغين لا جلابا لا بلغا خويو علينا بدانا اولاد نحاب,0.0,@user-ic9bq2fi4l,0.0,,
2024-04-13T19:21:00Z,تفووووووووووووو على خراااااااا 🤮🤮🤮🤮🤮راجل ماهو راجل المرا ماهي مرا الله يعطيكم الخسف المدلولين,0.0,@user-fz1kf5ex3s,0.0,,
2024-04-13T19:16:34Z,لا تعليق لا تعليق لا تعليق !!!!!!!!!!!,0.0,@FatimaEzzahrakhaledi-sl1zp,0.0,neutre,
2024-04-13T19:08:15Z,و دگعد رگراگي 😂😂😂,0.0,@aizenimad7148,0.0,,
2024-04-13T19:03:57Z,المدارس بازط يا جدعااان,0.0,@karim.anouar,0.0,,
2024-04-13T18:46:50Z,مولات التقاشر  رجلين مايكل جاكسون 😂,0.0,@user-wd5cb5sv7j,0.0,,
2024-04-13T18:45:13Z,كلهم لباس  السبعينات,0.0,@user-wd5cb5sv7j,0.0,negative,
2024-04-13T18:41:39Z,سيرو الله يغبر ليكم شقف,0.0,@bouchrabouchra6989,0.0,,
2024-04-13T18:28:19Z,بيجامة الرجال النساء مرحبا بك بيجامتي,0.0,@KhalidMaader,0.0,negative,
2024-04-13T18:26:57Z,علاش دعمتو هدشي اطلع لهنا؟؟؟,0.0,@Des.sports9632,0.0,negative,
2024-04-13T18:21:09Z,هاديك لي لابسة الخضر بحالا عندها شي إعوجاج فالعمود الفقري هههه من الصباح و هي تاتعوج مازكاتش,3.0,@BeHappy-ez1kb,0.0,negative,
2024-04-13T18:19:32Z,مجموعة ديال الحازقين 😂,0.0,@abdelnouni,0.0,,
2024-04-13T18:09:58Z,شوهتی بدکاله دکاله رجاله و النخوه عندهم غیره علی شرفهم ومتشبتین بالتقالید . لا حوله ولا قوه الا بالله,0.0,@casblancacasablanca7847,0.0,negative,
2024-04-13T18:08:43Z,هاد الجزائريين لله يهديهم شوهو با العرب,0.0,@YoussefLmzougui,0.0,negative,
2024-04-13T18:08:34Z,هاد الجزائريين لله يهديهم شوهو با العرب,0.0,@YoussefLmzougui,0.0,negative,
2024-04-13T18:00:26Z,الله يعطيكم الانقراض,0.0,@Moroccan_girl698,0.0,negative,
2024-04-13T17:59:31Z,اش هاد العبث هههههه علاش مايدويوش غي بالدارجة ههه مافهمتش خليط تاع الثقافات تخربيق,0.0,@BeHappy-ez1kb,0.0,negative,
2024-04-13T17:57:22Z,لا حول ولا قوه الا بالله,1.0,@lmknassi123,0.0,negative,
2024-04-13T17:56:55Z,واش حنا اليهود 😳🙁😅,0.0,@Redouaneatlassi-wl4zq,0.0,negative,
2024-04-13T17:54:57Z,أقل حاجة تفوووووووو,0.0,@HammaniOmar,0.0,,
2024-04-13T17:51:35Z,"شكون عقل على هذا 😂 هذا هو لقال لسحر صديقي عيب تاكل لمسكة بهذيك كريقة قدام صحافة ههههههه ساعة هي صدقات مساهلاش 😂 قالت ليه "" معرفناك دري اولا مرى "" 😂",1.0,@mariamalmaghribiya3956,0.0,,
2024-04-13T17:45:30Z,بغيت نهضر وملقيت منقول 🙂🙂🙂🙂🙂,0.0,@sabahnasit-sr6hz,0.0,neutre,
2024-04-13T17:30:28Z,تقليد الأعمى للغرب هههههه غاديين و كاتخلفو,0.0,@NaniYara-yc4vr,0.0,negative,
2024-04-13T17:29:51Z,"Hey tout le monde! Ne sous-estimez pas le pouvoir du signalement. Si vous voyez des contenus qui ne reflètent pas nos valeurs ou qui nuisent à notre communauté, n'hésitez pas à les signaler.
إذا رأيتم محتويات لا تعكس قيمنا أو تؤذي مجتمعنا، فلا تترددوا في الإبلاغ عنها.",0.0,@abdelahouhsin7786,0.0,negative,
2024-04-13T17:29:30Z,يارب تسمح لينا يارب تشوف من حالنا يارب رحمتك يارب رحمتك,0.0,@hope-love.243,0.0,,
2024-04-13T17:17:05Z,لكل واحد حس بأنه ما كينتمي لهاد القوم ولا ينتمون اليه ومعمرو غيكون منهم هنيئا لوالديك ولعائلتك بك,57.0,@Safarmed1,2.0,neutre,
2024-04-13T17:14:12Z,"هادشي حالتو
ضحكتني غير مولات الخضر مسكينة لماذا نحن هنا 😂😂😂😂",15.0,@kimsongji1661,1.0,neutre,
2024-04-13T17:08:09Z,هاد الخراوات فايت شيفوا فشي قنت,0.0,@YoussefLemtouni,0.0,,
2024-04-13T17:01:44Z,قلة مايدار.,0.0,@amine-cn6ms,0.0,negative,
2024-04-13T17:01:38Z,واش عدهم الولدين هاد لكلبات,0.0,@contactmandour5877,0.0,,
2024-04-13T16:56:21Z,يا أبناء اليهودية ارجعو الا الله,0.0,@contactmandour5877,0.0,,
2024-04-13T16:54:40Z,🫢الغويييم,0.0,@Ladona2023,0.0,,
2024-04-13T16:46:31Z,واش لابس طالون؟؟؟؟😒,0.0,@user-rx7zm5gc2k,0.0,neutre,
2024-04-13T16:45:33Z,ندفعوه مع وراق اللجوء,0.0,@It_s_all_free,0.0,,
2024-04-13T16:37:39Z,اش هاد هاد ******* !!!!,0.0,@freepalestine-174,0.0,,
2024-04-13T16:36:22Z,اشهاد ايخان,0.0,@gjfu3951,0.0,,
2024-04-13T16:33:17Z,هادو هما ولاد الخونة لكانو في وقت الإستعمار,1.0,@brl4n-iu5qx,0.0,,
2024-04-13T16:23:34Z,ها علاش العروبية خنزين😂😂😂😂😂😂😂😂😂😂,0.0,@northofmorocco9363,0.0,,
2024-04-13T16:23:06Z,6 البنات,0.0,@hichamel5354,0.0,,
2024-04-13T16:23:03Z,توحد ما زوينة مكيحمرو زك,1.0,@koujahamza3355,0.0,,
2024-04-13T16:20:47Z,1:38  فروم البال😂😂😂😂😂😂 الررررررعد,1.0,@Dffdddddd,0.0,,
2024-04-13T16:20:08Z,لا حول ولا قوه الا بالله 😞😡,1.0,@koujahamza3355,0.0,negative,
2024-04-13T16:20:00Z,الله يعطيكم الحبس,1.0,@Dffdddddd,0.0,negative,
2024-04-13T16:15:06Z,استغفر الله,1.0,@bdo_yzyz,0.0,,
2024-04-13T16:13:45Z,فاش كيكونو الجزائريين كيعايروا ناس دالمروك هادوا هوما المراركة لؤ كيعايروهم😂😂😂 أما حنا مغاربة بعاديين على هادوا,17.0,@zahra-zahra425,5.0,,
2024-04-13T16:12:07Z,صافي مابقا مايتگال إنا لله وإنا إليه راجعون,0.0,@sousiwapita6441,0.0,,
2024-04-13T16:08:42Z,يبقاو فيك هاد نوع ديال الناس كيعانيو غالبا من شي مرض 😂😂😂,0.0,@soukainahaouari4634,0.0,neutre,
2024-04-13T16:08:17Z,هادشي ولا عادي 😮,1.0,@user-qe4gd3xt4w,0.0,neutre,
2024-04-13T16:05:18Z,"آش هادشي واقع هاد الأيام فالمغرب ؟
الـڭوْر بداو يسلمو و المغاربة بداو يزملو 🤷🏻‍♂️",1.0,@moroccophobic,0.0,,
2024-04-13T15:56:56Z,لساني عجز  على تعبير,0.0,@user-ds6cl5fm9c,0.0,neutre,
2024-04-13T15:55:46Z,هادو الي بقا لينا طلعوهوم للطوندونس واش كاع المغاربة هكا والله حتى صدمتوني يارب انا مغربية لكن ماشي بحالهم ياربي خرجني من عندهم,1.0,@user-nr8he9tg3r,0.0,,
2024-04-13T15:54:52Z,هاد ايخان كترو 💀💀🤢,1.0,@Jiafei_queens,0.0,,
2024-04-13T15:52:53Z,من علامات الساعة رفع الحياء وكثرة الكاسيات العاريات وديوتيين الله يرزقنا حسن الخاتمة,108.0,@user-bx9rx4bo6t,6.0,,
2024-04-13T15:50:31Z,يخ على كمامر,0.0,@ahlamlaghrous1188,0.0,,
2024-04-13T15:47:01Z,خرا كي كيعزل فيهم قمة الدل,0.0,@ayajabiri4825,0.0,,
2024-04-13T15:40:02Z,شفت تعيت من برامج ولكن هاذا برنامج ديال العهر ديريكت,1.0,@rachidasafioot8889,0.0,,
2024-04-13T15:39:57Z,يعجز الكرنج عن الكلام 💔,5.0,@TahaNizoo,0.0,,
2024-04-13T15:39:04Z,يا هدرو مغربية يا انجليزي تفووووو تقودووو طيحتو الدل تفووووو سوق دلالة,0.0,@YenzoRengo,0.0,,
2024-04-13T15:37:04Z,غادييين فالخسرااااااان احماااااااادي,1.0,@yaagoubalami1096,0.0,,
2024-04-13T15:17:40Z,ما لقيت ما نقول 😢,0.0,@SalmaSalma-uv3wh,0.0,,
2024-04-13T15:17:14Z,ما لقيت ما نقول,0.0,@SalmaSalma-uv3wh,0.0,neutre,
2024-04-13T15:06:32Z,هدو ولاد فرنسا والبرنامج باللغة الفرنسية اذن موجه للفرنسين 🤮🤮🤮🤮,0.0,@the_reality222,0.0,negative,
2024-04-13T14:58:48Z,"نتا لابس علينا اللباس ديال الكراطي وكتعطينا الدروس ديال الموضة 
خاصك غير الحزام الأسود ديال تاحيماريت هو ليغادي ايجي مع اللباس ديالك",147.0,@rachidilyass3911,6.0,,
2024-04-13T14:46:09Z,التفاهة في اسمى معانيها بصح الجزائر فخر العرب,1.0,@abdodalimi8865,0.0,negative,
2024-04-13T14:46:06Z,المغاربة يا اما يهضرو بالدارجة والفرنسيه او الدارجة و الانجليزيه المهم يزيدو شي لغة عقدة النقص تفو,0.0,@secretstar5249,0.0,,
2024-04-13T14:41:30Z,بنادم مشبعانش *لوة,0.0,@azzedinebellahcen85,0.0,,
2024-04-13T14:34:29Z,اااش هاد لخرا,0.0,@mohamedartal4788,0.0,,
2024-04-13T14:34:19Z,هادو ماشي مغاربة غي مدبلجين 😭,0.0,@user-yg6zj7oz6n,0.0,neutre,
2024-04-13T14:23:16Z,بنات المغرب غاديين و تيخيابو,0.0,@Mehdidutch,0.0,,
2024-04-13T14:16:27Z,شوف الراجل اللي كيختار بعدا كون غير زادوه مع البنات و جابو شي واحد آخر يختار مشينا خلا,0.0,@user-hf9kq8dl5l,0.0,,
2024-04-13T14:16:27Z,نضفاك,0.0,@Simo-Fx,0.0,,
2024-04-13T14:11:54Z,البنات راكم ماشي لحستو راه تعشيتو,0.0,@kevine6298,0.0,,
2024-04-13T13:49:23Z,المغرب بلاد علماني قوادت 💅🤫,0.0,@otmanedc8895,0.0,,
2024-04-13T13:25:59Z,كنت كنكره هاد خونا ولكن دبا زدت كرهتو 🙂,0.0,@user-vc6ie1qg7d,0.0,negative,
2024-04-13T13:03:35Z,برنامج جزائري زوين,1.0,@youssefhellil,0.0,positive,
2024-04-13T12:44:08Z,"لا تعليق, لا حول ولا قوة الا بالله",0.0,@younsseZr,0.0,neutre,
2024-04-13T12:42:33Z,يعجز اللسان عن الكلام,0.0,@raanoushraaanousha4264,0.0,neutre,
2024-04-13T12:33:47Z,❤😂ناري كيجيني تقيى من بحال هاد الانواع خصوصا فاش كيبداو يتعوجو بالانجليزي 😂زعمه راه كلاس وراه انتم مغاربه افتخرو بلغتكم العربيه اقسم بالله حتى كتبانو كتقيو وما كتجيش معاكم,0.0,@user-vg8do2bc7j,0.0,negative,
2024-04-13T12:31:39Z,اويلي علي رجلة معرفتش واش نضحك ولا نبكي😢,0.0,@souad.oujana,0.0,,
2024-04-13T12:12:50Z,نتا دايزة فيك اادبيحة ههه من صحاب قوس قزح,1.0,@yassinelahmamchi1309,0.0,,
2024-04-13T12:11:18Z,الله ينعل الي ماكيحشم,1.0,@yassinelahmamchi1309,0.0,,
2024-04-13T11:47:58Z,الحمد لله حكيت لولادي على قوم لوط و على العذاب لي عذبهم الله باش ملي يشوفو هادشي يعرفو بلي هادو version جديدة ديال قوم لوط ف 2024,0.0,@assimchannel,0.0,,
2024-04-13T11:45:29Z,نفس الحباب كيتعاودو فكل برنماج,0.0,@BouMBeet,0.0,neutre,
2024-04-13T11:17:02Z,هاد شي تيخلع ألله المستعان 😢,0.0,@user-yw8br8yb3m,0.0,negative,
2024-04-13T11:10:38Z,خونا ما تنمروش عليھ را عندو ھيت فشكل,0.0,@MalakSalhi-bf2wj,0.0,,
2024-04-13T11:07:52Z,اودي المغرب غادي فالخسران,0.0,@user-dv6jj8ph1j,0.0,negative,
2024-04-13T11:05:39Z,توحدة متحمر الوجه,0.0,@yassinezahri3701,0.0,negative,
2024-04-13T11:04:37Z,يادين رب شهاد لقلاوي,0.0,@majiro3841,0.0,,
2024-04-13T09:59:32Z,لا حول ولا قوة الا بالله العلي العظيم,0.0,@KholodFaty,0.0,neutre,
2024-04-13T09:58:35Z,تبا لكم,0.0,@HabibHabib-ed2sq,0.0,,
2024-04-13T09:24:08Z,لعنة الله عليكم الى يوم الدين,1.0,@kabily7826,0.0,negative,
2024-04-13T09:11:08Z,اول مرت نشوف بنت كيختار فالبنات هو مبنت عليهم اش هد لعجب كيجيبو لنا تجارب خارية,1.0,@motorila9749,0.0,,
2024-04-13T07:54:34Z,حليمة راه صحيبتي وراه صحيبتي 😂😂 ❤,0.0,@arwarabiaa2044,0.0,,
2024-04-13T07:48:40Z,واش هادو بصاح مغاربة,0.0,@user-eq5od7dj2b,0.0,neutre,
2024-04-13T06:43:33Z,لا حول ولا قوة إلا بالله العلي العظيم,0.0,@user-tr9kd6fb2m,0.0,neutre,
2024-04-13T06:42:15Z,كان كيصحاب ليا فالأول بلي دري لي لابس الأبيض,1.0,@gourmand-xu9jv,0.0,neutre,
2024-04-13T06:14:27Z,يا ربي راه توحشنا كورونا,0.0,@myz762,0.0,,
2024-04-13T05:34:54Z,Tout simplement hadshi kitsemma ( الخرى ) hacha sami3in !,0.0,@BilalTaiss-tc1fl,0.0,,
2024-04-13T05:32:16Z,هذا راه طبق الاصل لواحد البرنامج قديم ديال العراء أمريكي او بريطاني وما هو الا تقليد 100% لذالك البرنامج القذر الخبيث وهذا مخطط ماسوني 100% والمشكل هؤلاء ينسبون نفسهم للمغرب والمغرب بريئ من مثل هؤلاء الفاسقين حسبنا الله ونعم الوكيل ولا حول ولا قوة الا بالله العلي العظيم,0.0,@redouanebazzet8309,0.0,,
2024-04-13T05:11:40Z,شعلوا العافية فلقلاوي,0.0,@Oualid-mns,0.0,,
2024-04-13T05:08:15Z,جاية نشوف هاد الهامل اش غادي يقول😂,0.0,@fatimezzahraarich7772,0.0,,
2024-04-13T04:31:58Z,اشمن دنب درت اسدي ربي باش نكون كنتشارك معا بحال هدو الأكسجين 💔,0.0,@user-vz3je2gx3l,0.0,neutre,
2024-04-13T04:28:08Z,قودتوها,0.0,@hakimeloirzadi8337,0.0,,
2024-04-13T04:16:14Z,تبا لصوتكم 😤,1.0,@glamourinstagram8227,0.0,,
2024-04-13T04:07:51Z,كان اصحاب ليا درية كاتختار درية و سا صبك اش هاد لبلاااد,0.0,@best-ff516,0.0,,
